"maling_files_link","Måling","N","omraade","valg","parti","prosent","mandat","stemmer","Dato","total_mandat_fylke"
"?cmd=Maling&gallupid=1180","Respons / Adressa - 25/6-2011",803,"Sør-Trøndelag","Fylkestingsvalg","Ap",35.2,13,283,2011-06-25,37
"?cmd=Maling&gallupid=1181","Respons / Adressa - 25/6-2011",800,"Nord-Trøndelag","Fylkestingsvalg","Ap",37.3,13,298,2011-06-25,35
"?cmd=Maling&gallupid=1182","Respons / Høyre - 25/6-2011",602,"Porsgrunn","Kommunestyrevalg","Ap",33.7,17,203,2011-06-25,49
"?cmd=Maling&gallupid=1183","InFact / RB - 25/6-2011",511,"Skedsmo","Kommunestyrevalg","Ap",29.9,14,153,2011-06-25,47
"?cmd=Maling&gallupid=1184","TNS / BA - 25/6-2011",600,"Bergen","Kommunestyrevalg","Ap",21.9,15,131,2011-06-25,67
"?cmd=Maling&gallupid=1185","Respons / SA/HA - 25/6-2011",801,"Rogaland","Fylkestingsvalg","Ap",24.2,11,194,2011-06-25,47
"?cmd=Maling&gallupid=1186","Sentio / Ap - 25/6-2011",450,"Lillehammer","Kommunestyrevalg","Ap",39.6,19,178,2011-06-25,47
"?cmd=Maling&gallupid=1187","Ipsos / Dagbladet - 26/6-2011",946,"Hele landet","Stortingsvalg","Ap",29.6,53,280,2011-06-26,169
"?cmd=Maling&gallupid=1188","TNS / BA - 26/6-2011",600,"Bergen","Stortingsvalg","Ap",25.1,0,151,2011-06-26,0
"?cmd=Maling&gallupid=1189","SMI / SB - 27/6-2011",400,"Sandefjord","Kommunestyrevalg","Ap",20.3,8,81,2011-06-27,39
"?cmd=Maling&gallupid=1190","Sentio / DT - 27/6-2011",400,"Nedre Eiker","Kommunestyrevalg","Ap",36.6,13,146,2011-06-27,35
"?cmd=Maling&gallupid=1191","Respons / Adressa - 27/6-2011",800,"Møre og Romsdal","Fylkestingsvalg","Ap",25.1,12,201,2011-06-27,47
"?cmd=Maling&gallupid=1192","Respons / Aftenbladet - 27/6-2011",801,"Stavanger","Kommunestyrevalg","Ap",25.2,17,202,2011-06-27,67
"?cmd=Maling&gallupid=1193","Sentio / Høyre - 27/6-2011",400,"Stord","Kommunestyrevalg","Ap",26.4,10,106,2011-06-27,35
"?cmd=Maling&gallupid=1194","InFact / RB - 28/6-2011",517,"Ullensaker","Kommunestyrevalg","Ap",22.9,11,118,2011-06-28,45
"?cmd=Maling&gallupid=1195","Sentio / OA - 28/6-2011",400,"Gran","Kommunestyrevalg","Ap",34.7,10,139,2011-06-28,27
"?cmd=Maling&gallupid=1196","Respons / Aftenbladet - 28/6-2011",602,"Sandnes","Kommunestyrevalg","Ap",20.6,11,124,2011-06-28,50
"?cmd=Maling&gallupid=1197","Sentio / Høyre - 28/6-2011",400,"Bømlo","Kommunestyrevalg","Ap",14.8,4,59,2011-06-28,27
"?cmd=Maling&gallupid=1198","Respons / Aftenp. - 28/6-2011",800,"Oslo","Kommunestyrevalg","Ap",30.7,18,246,2011-06-28,59
"?cmd=Maling&gallupid=1199","InFact / RB - 29/6-2011",508,"Lørenskog","Kommunestyrevalg","Ap",34.2,16,174,2011-06-29,47
"?cmd=Maling&gallupid=1200","Sentio / OA - 29/6-2011",400,"Østre Toten","Kommunestyrevalg","Ap",31.2,10,125,2011-06-29,29
"?cmd=Maling&gallupid=1201","Respons / Høyre - 29/6-2011",601,"Halden","Kommunestyrevalg","Ap",25.7,13,154,2011-06-29,49
"?cmd=Maling&gallupid=1202","Sentio / DT / RB / LP / HD - 30/6-2011",600,"Buskerud","Fylkestingsvalg","Ap",25.5,11,153,2011-06-30,43
"?cmd=Maling&gallupid=1203","Sentio / OA - 30/6-2011",NA,"Oppland","Fylkestingsvalg","Ap",37.9,14,NA,2011-06-30,37
"?cmd=Maling&gallupid=1204","Sentio / NRK - 29/6-2011",500,"Tromsø","Kommunestyrevalg","Ap",30.6,14,153,2011-06-29,43
"?cmd=Maling&gallupid=1205","InFact / RB - 1/7-2011",522,"Eidsvoll","Kommunestyrevalg","Ap",20.5,7,107,2011-07-01,35
"?cmd=Maling&gallupid=1206","Norfakta / Strandb - 1/7-2011",250,"Hjelmeland","Kommunestyrevalg","Ap",19.7,4,49,2011-07-01,19
"?cmd=Maling&gallupid=1207","Sentio / OA - 2/7-2011",350,"Søndre Land","Kommunestyrevalg","Ap",36.4,10,127,2011-07-02,25
"?cmd=Maling&gallupid=1208","Sentio / SMP - 2/7-2011",1000,"Hele landet","Stortingsvalg","Ap",26.7,47,267,2011-07-02,169
"?cmd=Maling&gallupid=1209","Norfakta / Østerd - 18/10-2010",350,"Åmot","Kommunestyrevalg","Ap",22.2,5,78,2010-10-18,23
"?cmd=Maling&gallupid=1210","Norfakta / Østerd - 24/6-2011",350,"Åmot","Kommunestyrevalg","Ap",28.1,6,98,2011-06-24,23
"?cmd=Maling&gallupid=1211","Norfakta / Østerd - 18/10-2010",500,"Trysil","Kommunestyrevalg","Ap",32.3,8,162,2010-10-18,25
"?cmd=Maling&gallupid=1212","Norfakta / Østerd - 24/6-2011",500,"Trysil","Kommunestyrevalg","Ap",29.9,7,150,2011-06-24,25
"?cmd=Maling&gallupid=1213","Norfakta / Østerd - 18/10-2010",250,"Stor-Elvdal","Kommunestyrevalg","Ap",37.8,8,94,2010-10-18,21
"?cmd=Maling&gallupid=1214","Norfakta / Østerd - 24/6-2011",250,"Stor-Elvdal","Kommunestyrevalg","Ap",34.8,7,87,2011-06-24,21
"?cmd=Maling&gallupid=1215","Norfakta / Østerd - 18/10-2010",174,"Engerdal","Kommunestyrevalg","Ap",41.8,7,73,2010-10-18,15
"?cmd=Maling&gallupid=1216","Norfakta / Østerd - 24/6-2011",174,"Engerdal","Kommunestyrevalg","Ap",47.8,7,83,2011-06-24,15
"?cmd=Maling&gallupid=1217","Norfakta / Østerd - 18/10-2010",250,"Rendalen","Kommunestyrevalg","Ap",43.3,9,108,2010-10-18,19
"?cmd=Maling&gallupid=1218","Norfakta / Østerd - 24/6-2011",250,"Rendalen","Kommunestyrevalg","Ap",42.7,8,107,2011-06-24,17
"?cmd=Maling&gallupid=1219","TNS / TV2 - 4/7-2011",974,"Hele landet","Kommunestyrevalg","Ap",28.1,3274,274,2011-07-04,10952
"?cmd=Maling&gallupid=1220","Sentio / OA - 5/7-2011",NA,"Nord-Aurdal","Kommunestyrevalg","Ap",33.5,9,NA,2011-07-05,25
"?cmd=Maling&gallupid=1221","Sentio / Høyre - 5/7-2011",400,"Oppegård","Kommunestyrevalg","Ap",19.8,6,79,2011-07-05,31
"?cmd=Maling&gallupid=1222","Norfakta / Strandb - 6/7-2011",150,"Forsand","Kommunestyrevalg","Ap",24.3,4,36,2011-07-06,17
"?cmd=Maling&gallupid=1223","Norfakta / Strandb - 8/7-2011",500,"Strand","Kommunestyrevalg","Ap",20.4,6,102,2011-07-08,29
"?cmd=Maling&gallupid=1224","TNS / TV2 - 7/7-2011",974,"Hele landet","Stortingsvalg","Ap",31.3,58,305,2011-07-07,169
"?cmd=Maling&gallupid=1225","Sentio / DN - 8/7-2011",1000,"Hele landet","Stortingsvalg","Ap",28.3,48,283,2011-07-08,169
"?cmd=Maling&gallupid=1226","Norfakta / Nat. / KK - 9/7-2011",1000,"Hele landet","Stortingsvalg","Ap",28.7,49,287,2011-07-09,169
"?cmd=Maling&gallupid=1227","InFact / VG - 12/7-2011",2033,"Hele landet","Kommunestyrevalg","Ap",24.9,2892,506,2011-07-12,10952
"?cmd=Maling&gallupid=1228","Norfakta / Frp - 13/7-2011",600,"Askøy","Kommunestyrevalg","Ap",24.9,9,149,2011-07-13,35
"?cmd=Maling&gallupid=1229","InFact / Nordlys - 14/7-2011",526,"Tromsø","Kommunestyrevalg","Ap",21.3,9,112,2011-07-14,42
"?cmd=Maling&gallupid=1230","Norfakta / Ryfylke - 15/7-2011",350,"Sauda","Kommunestyrevalg","Ap",41.1,8,144,2011-07-15,19
"?cmd=Maling&gallupid=1231","Norstat / NRK - 19/7-2011",982,"Hele landet","Stortingsvalg","Ap",29.6,53,291,2011-07-19,169
"?cmd=Maling&gallupid=1232","Norstat / NRK - 16/6-2011",NA,"Hele landet","Stortingsvalg","Ap",29.1,51,NA,2011-06-16,169
"?cmd=Maling&gallupid=1233","Norstat / VL - 21/7-2011",1000,"Hele landet","Stortingsvalg","Ap",28,48,280,2011-07-21,169
"?cmd=Maling&gallupid=1234","Sentio / TK - 22/7-2011",400,"Kristiansund","Kommunestyrevalg","Ap",47,22,188,2011-07-22,45
"?cmd=Maling&gallupid=1235","Sentio / SMP - 29/7-2011",491,"Hele landet","Stortingsvalg","Ap",28.1,51,138,2011-07-29,169
"?cmd=Maling&gallupid=1236","Sentio / SMP - 29/7-2011",488,"Hele landet","Stortingsvalg","Ap",38.7,70,189,2011-07-29,169
"?cmd=Maling&gallupid=1237","Ipsos / Dagbladet - 31/7-2011",500,"Hele landet","Stortingsvalg","Ap",41.7,77,208,2011-07-31,169
"?cmd=Maling&gallupid=1238","TNS / TV2 - 1/8-2011",974,"Hele landet","Stortingsvalg","Ap",40.5,73,394,2011-08-01,169
"?cmd=Maling&gallupid=1239","TNS / TV2 - 1/8-2011",983,"Hele landet","Kommunestyrevalg","Ap",35.4,4015,348,2011-08-01,10952
"?cmd=Maling&gallupid=1240","Norfakta / Nat. / KK - 6/8-2011",1000,"Hele landet","Stortingsvalg","Ap",40.4,73,404,2011-08-06,168
"?cmd=Maling&gallupid=1241","InFact / Nordlys - 10/8-2011",533,"Tromsø","Kommunestyrevalg","Ap",34.2,15,182,2011-08-10,43
"?cmd=Maling&gallupid=1242","Norstat / NRK - 10/8-2011",962,"Hele landet","Kommunestyrevalg","Ap",34.2,3912,329,2011-08-10,10952
"?cmd=Maling&gallupid=1243","Norstat / NRK - 10/8-2011",962,"Hele landet","Stortingsvalg","Ap",37.8,68,364,2011-08-10,169
"?cmd=Maling&gallupid=1244","Norfakta / Jarlsb - 11/8-2011",NA,"Hof","Kommunestyrevalg","Ap",19.2,3,NA,2011-08-11,17
"?cmd=Maling&gallupid=1245","Norfakta / Jarlsb - 11/8-2011",NA,"Holmestrand","Kommunestyrevalg","Ap",37.7,10,NA,2011-08-11,27
"?cmd=Maling&gallupid=1246","Norfakta / OPP - 12/8-2011",400,"Oppdal","Kommunestyrevalg","Ap",45,11,180,2011-08-12,25
"?cmd=Maling&gallupid=1247","Respons / Aftenp / BT / Aftenbl - 13/8-2011",1004,"Hele landet","Kommunestyrevalg","Ap",35.1,4070,352,2011-08-13,10952
"?cmd=Maling&gallupid=1248","InFact / VG - 13/8-2011",531,"Oslo","Kommunestyrevalg","Ap",35.1,21,186,2011-08-13,59
"?cmd=Maling&gallupid=1249","InFact / VG - 13/8-2011",3119,"Hele landet","Kommunestyrevalg","Ap",34.8,3965,1085,2011-08-13,10952
"?cmd=Maling&gallupid=1250","Respons / Adressa - 13/8-2011",810,"Trondheim","Kommunestyrevalg","Ap",42.8,29,347,2011-08-13,68
"?cmd=Maling&gallupid=1251","Respons / Adressa / Namdalsav - 13/8-2011",800,"Nord-Trøndelag","Fylkestingsvalg","Ap",43.7,15,350,2011-08-13,35
"?cmd=Maling&gallupid=1252","Respons / Adressa - 13/8-2011",800,"Sør-Trøndelag","Fylkestingsvalg","Ap",43.3,17,346,2011-08-13,37
"?cmd=Maling&gallupid=1253","TNS / BA - 13/8-2011",600,"Bergen","Kommunestyrevalg","Ap",25.9,18,155,2011-08-13,66
"?cmd=Maling&gallupid=1254","Sentio / MA - 13/8-2011",450,"Moss","Kommunestyrevalg","Ap",42.1,16,189,2011-08-13,39
"?cmd=Maling&gallupid=1255","Sentio / FB - 13/8-2011",500,"Fredrikstad","Kommunestyrevalg","Ap",42,23,210,2011-08-13,53
"?cmd=Maling&gallupid=1256","Sentio / SMP - 13/8-2011",NA,"Ålesund","Kommunestyrevalg","Ap",24.3,12,NA,2011-08-13,49
"?cmd=Maling&gallupid=1257","TNS / TA / NRK - 13/8-2011",NA,"Telemark","Fylkestingsvalg","Ap",41.5,17,NA,2011-08-13,41
"?cmd=Maling&gallupid=1258","Sentio / T-A - 13/8-2011",500,"Nord-Trøndelag","Fylkestingsvalg","Ap",49.4,18,247,2011-08-13,35
"?cmd=Maling&gallupid=1259","InFact / Agderp - 13/8-2011",NA,"Aust-Agder","Kommunestyrevalg","Ap",28.3,0,NA,2011-08-13,0
"?cmd=Maling&gallupid=1260","Sentio / HA - 13/8-2011",400,"Hamar","Kommunestyrevalg","Ap",40.5,16,162,2011-08-13,39
"?cmd=Maling&gallupid=1261","TNS / TA - 18/11-2010",NA,"Telemark","Fylkestingsvalg","Ap",38.6,16,NA,2010-11-18,41
"?cmd=Maling&gallupid=1262","Sentio / KK - 13/8-2011",500,"Trondheim","Kommunestyrevalg","Ap",45.8,31,229,2011-08-13,67
"?cmd=Maling&gallupid=1264","Sentio / TB - 13/8-2011",600,"Vestfold","Fylkestingsvalg","Ap",36.4,15,218,2011-08-13,39
"?cmd=Maling&gallupid=1265","TNS / BA - 14/8-2011",600,"Bergen","Stortingsvalg","Ap",32.9,0,197,2011-08-14,0
"?cmd=Maling&gallupid=1266","Respons / Adressa - 15/8-2011",804,"Møre og Romsdal","Fylkestingsvalg","Ap",29.6,14,238,2011-08-15,47
"?cmd=Maling&gallupid=1267","Sentio / TK - 15/8-2011",400,"Kristiansund","Kommunestyrevalg","Ap",54.4,25,218,2011-08-15,45
"?cmd=Maling&gallupid=1268","TNS / TV2 - 15/8-2011",985,"Hele landet","Kommunestyrevalg","Ap",33.8,3948,333,2011-08-15,10952
"?cmd=Maling&gallupid=1269","Sentio / SMP / TK / RB / NRK - 16/8-2011",600,"Møre og Romsdal","Fylkestingsvalg","Ap",25.6,12,154,2011-08-16,47
"?cmd=Maling&gallupid=1270","Norfakta / FF - 16/8-2011",300,"Ørland","Kommunestyrevalg","Ap",20.5,5,62,2011-08-16,25
"?cmd=Maling&gallupid=1271","Respons / BT - 16/8-2011",627,"Os (Hord.)","Kommunestyrevalg","Ap",21,8,132,2011-08-16,35
"?cmd=Maling&gallupid=1272","Sentio / HA - 16/8-2011",400,"Hedmark","Fylkestingsvalg","Ap",43,15,172,2011-08-16,33
"?cmd=Maling&gallupid=1273","Respons / Aftenp. - 16/8-2011",800,"Oslo","Kommunestyrevalg","Ap",33.7,20,270,2011-08-16,59
"?cmd=Maling&gallupid=1274","Opinion / ANB - 18/8-2011",1000,"Hele landet","Stortingsvalg","Ap",38.5,68,385,2011-08-18,169
"?cmd=Maling&gallupid=1275","Norfakta / Grannar - 18/8-2011",NA,"Vindafjord","Kommunestyrevalg","Ap",20.6,5,NA,2011-08-18,25
"?cmd=Maling&gallupid=1276","Norfakta / FF - 18/8-2011",500,"Rissa","Kommunestyrevalg","Ap",29.3,7,146,2011-08-18,23
"?cmd=Maling&gallupid=1277","Norfakta / Marst - 18/8-2011",350,"Austevoll","Kommunestyrevalg","Ap",14.8,3,52,2011-08-18,21
"?cmd=Maling&gallupid=1278","Norfakta / RHA - 18/8-2011",NA,"Røyken","Kommunestyrevalg","Ap",31.8,9,NA,2011-08-18,27
"?cmd=Maling&gallupid=1279","Sentio / DN - 18/8-2011",1000,"Hele landet","Stortingsvalg","Ap",39.1,71,391,2011-08-18,169
"?cmd=Maling&gallupid=1280","Norfakta / Sunnhordland - 18/8-2011",500,"Kvinnherad","Kommunestyrevalg","Ap",26.7,10,134,2011-08-18,35
"?cmd=Maling&gallupid=1281","Respons / Fevennen - 18/8-2011",801,"Vest-Agder","Fylkestingsvalg","Ap",28.6,10,229,2011-08-18,35
"?cmd=Maling&gallupid=1282","Respons / Fevennen - 18/8-2011",800,"Aust-Agder","Fylkestingsvalg","Ap",31.3,11,250,2011-08-18,35
"?cmd=Maling&gallupid=1283","Norfakta / Frp - 15/6-2011",400,"Austevoll","Kommunestyrevalg","Ap",11.6,2,46,2011-06-15,21
"?cmd=Maling&gallupid=1284","Respons / Finnmarken / FD / A-pressen - 19/8-2011",601,"Finnmark","Fylkestingsvalg","Ap",44.9,16,270,2011-08-19,35
"?cmd=Maling&gallupid=1285","TNS / BA - 19/8-2011",600,"Bergen","Kommunestyrevalg","Ap",26.6,18,160,2011-08-19,67
"?cmd=Maling&gallupid=1286","Respons / BT / AV - 19/8-2011",603,"Askøy","Kommunestyrevalg","Ap",35.7,13,215,2011-08-19,35
"?cmd=Maling&gallupid=1287","Respons / AN / Frem. / HA / LP / RB - 19/8-2011",600,"Nordland","Fylkestingsvalg","Ap",42.2,22,253,2011-08-19,53
"?cmd=Maling&gallupid=1288","Norfakta / FF - 19/8-2011",200,"Åfjord","Kommunestyrevalg","Ap",37.2,8,74,2011-08-19,21
"?cmd=Maling&gallupid=1289","MI / GD - 19/8-2011",600,"Oppland","Fylkestingsvalg","Ap",46.9,17,281,2011-08-19,37
"?cmd=Maling&gallupid=1290","Respons / Nordlys / A-pressen - 19/8-2011",NA,"Troms","Fylkestingsvalg","Ap",35,13,NA,2011-08-19,37
"?cmd=Maling&gallupid=1291","Norfakta / HA - 19/8-2011",600,"Haugesund","Kommunestyrevalg","Ap",27.6,13,166,2011-08-19,49
"?cmd=Maling&gallupid=1292","Norfakta / ØP - 19/8-2011",NA,"Larvik","Kommunestyrevalg","Ap",36,12,NA,2011-08-19,35
"?cmd=Maling&gallupid=1293","Respons / Fevennen - 19/8-2011",801,"Kristiansand","Kommunestyrevalg","Ap",29.7,16,238,2011-08-19,53
"?cmd=Maling&gallupid=1294","InFact / FA - 19/8-2011",194,"Lyngdal","Kommunestyrevalg","Ap",7.8,2,15,2011-08-19,29
"?cmd=Maling&gallupid=1295","TNS / BA - 19/8-2011",600,"Bergen","Stortingsvalg","Ap",29.9,0,179,2011-08-19,0
"?cmd=Maling&gallupid=1296","Respons / BT / Strilen - 20/8-2011",603,"Lindås","Kommunestyrevalg","Ap",21.9,7,132,2011-08-20,31
"?cmd=Maling&gallupid=1297","Norfakta / TF - 20/8-2011",500,"Lenvik","Kommunestyrevalg","Ap",28,9,140,2011-08-20,31
"?cmd=Maling&gallupid=1298","Norfakta / HA - 20/8-2011",600,"Karmøy","Kommunestyrevalg","Ap",24.2,11,145,2011-08-20,45
"?cmd=Maling&gallupid=1299","InFact / VG - 20/8-2011",2047,"Hele landet","Kommunestyrevalg","Ap",31.6,3670,647,2011-08-20,10952
"?cmd=Maling&gallupid=1300","InFact / Høyre - 20/8-2011",1017,"Oslo","Kommunestyrevalg","Ap",34,20,346,2011-08-20,59
"?cmd=Maling&gallupid=1301","TNS / TA / NRK - 22/8-2011",NA,"Telemark","Fylkestingsvalg","Ap",40,17,NA,2011-08-22,41
"?cmd=Maling&gallupid=1302","Respons / BT - 22/8-2011",600,"Bergen","Kommunestyrevalg","Ap",28.9,20,173,2011-08-22,67
"?cmd=Maling&gallupid=1303","Norfakta / Grannar - 22/8-2011",350,"Etne","Kommunestyrevalg","Ap",30.9,7,108,2011-08-22,21
"?cmd=Maling&gallupid=1304","Norfakta / RHA - 22/8-2011",NA,"Hurum","Kommunestyrevalg","Ap",34.3,10,NA,2011-08-22,29
"?cmd=Maling&gallupid=1305","InFact / NRK - 22/8-2011",1437,"Finnmark","Kommunestyrevalg","Ap",35.6,0,512,2011-08-22,0
"?cmd=Maling&gallupid=1306","InFact / NRK - 22/8-2011",1437,"Troms","Kommunestyrevalg","Ap",32.8,0,471,2011-08-22,0
"?cmd=Maling&gallupid=1307","TNS / TV2 - 22/8-2011",983,"Hele landet","Kommunestyrevalg","Ap",32.8,3742,322,2011-08-22,10952
"?cmd=Maling&gallupid=1308","Ipsos / Dagbladet - 23/8-2011",974,"Hele landet","Kommunestyrevalg","Ap",34,3946,331,2011-08-23,10952
"?cmd=Maling&gallupid=1309","SMI / SB - 23/8-2011",400,"Sandefjord","Kommunestyrevalg","Ap",27.2,11,109,2011-08-23,39
"?cmd=Maling&gallupid=1310","Norfakta / FF - 23/8-2011",180,"Roan","Kommunestyrevalg","Ap",20.2,3,36,2011-08-23,17
"?cmd=Maling&gallupid=1311","InFact / FA - 22/8-2011",194,"Farsund","Kommunestyrevalg","Ap",23.5,7,46,2011-08-22,29
"?cmd=Maling&gallupid=1312","Norfakta / Saltenp - 23/8-2011",NA,"Fauske","Kommunestyrevalg","Ap",38.3,12,NA,2011-08-23,31
"?cmd=Maling&gallupid=1313","Norfakta / BA - 24/8-2011",500,"Brønnøy","Kommunestyrevalg","Ap",31.8,9,159,2011-08-24,27
"?cmd=Maling&gallupid=1314","Sentio / Østl. - 24/8-2011",350,"Elverum","Kommunestyrevalg","Ap",37.1,13,130,2011-08-24,35
"?cmd=Maling&gallupid=1315","Sentio / Østl. - 24/8-2011",350,"Tynset","Kommunestyrevalg","Ap",26.9,7,94,2011-08-24,27
"?cmd=Maling&gallupid=1316","Sentio / OA - 24/8-2011",NA,"Gjøvik","Kommunestyrevalg","Ap",42.9,19,NA,2011-08-24,45
"?cmd=Maling&gallupid=1317","InFact / VG - 24/8-2011",2020,"Hele landet","Kommunestyrevalg","Ap",29.6,3394,598,2011-08-24,10952
"?cmd=Maling&gallupid=1318","InFact / NRK - 24/8-2011",1012,"Nordland","Fylkestingsvalg","Ap",35.2,19,356,2011-08-24,53
"?cmd=Maling&gallupid=1319","Sentio / T-A - 24/8-2011",400,"Steinkjer","Kommunestyrevalg","Ap",41.9,20,168,2011-08-24,48
"?cmd=Maling&gallupid=1320","Norfakta / Gaula - 24/8-2011",NA,"Melhus","Kommunestyrevalg","Ap",40.2,14,NA,2011-08-24,37
"?cmd=Maling&gallupid=1321","SMI / Budstikka - 24/8-2011",500,"Asker","Kommunestyrevalg","Ap",27.7,14,138,2011-08-24,47
"?cmd=Maling&gallupid=1322","SMI / Budstikka - 24/8-2011",500,"Bærum","Kommunestyrevalg","Ap",28.6,15,143,2011-08-24,51
"?cmd=Maling&gallupid=1323","InFact / DT - 24/8-2011",516,"Eigersund","Kommunestyrevalg","Ap",25.2,8,130,2011-08-24,31
"?cmd=Maling&gallupid=1324","Norstat / NRK - 24/8-2011",999,"Hele landet","Kommunestyrevalg","Ap",32.6,3772,326,2011-08-24,10952
"?cmd=Maling&gallupid=1325","Norfakta / EA - 25/8-2011",500,"Enebakk","Kommunestyrevalg","Ap",23.7,7,118,2011-08-25,27
"?cmd=Maling&gallupid=1326","Norfakta / Frostingen - 25/8-2011",200,"Frosta","Kommunestyrevalg","Ap",28.6,5,57,2011-08-25,17
"?cmd=Maling&gallupid=1327","Respons / Finnm - 25/8-2011",NA,"Sør-Varanger","Kommunestyrevalg","Ap",41.9,11,NA,2011-08-25,25
"?cmd=Maling&gallupid=1328","Respons / Fremov - 25/8-2011",500,"Narvik","Kommunestyrevalg","Ap",36,15,180,2011-08-25,42
"?cmd=Maling&gallupid=1329","Norfakta / VA - 25/8-2011",NA,"Vestby","Kommunestyrevalg","Ap",35.5,12,NA,2011-08-25,35
"?cmd=Maling&gallupid=1330","TNS / BA - 25/8-2011",600,"Bergen","Kommunestyrevalg","Ap",25.7,17,154,2011-08-25,67
"?cmd=Maling&gallupid=1331","Norstat / VL - 25/8-2011",1000,"Hele landet","Stortingsvalg","Ap",35.4,64,354,2011-08-25,169
"?cmd=Maling&gallupid=1332","Sentio / Hallingd - 25/8-2011",400,"Hol","Kommunestyrevalg","Ap",27.1,6,108,2011-08-25,21
"?cmd=Maling&gallupid=1333","Sentio / T-A - 25/8-2011",400,"Levanger","Kommunestyrevalg","Ap",42.8,15,171,2011-08-25,35
"?cmd=Maling&gallupid=1334","Norfakta / BA - 25/8-2011",191,"Vega","Kommunestyrevalg","Ap",55.6,9,106,2011-08-25,15
"?cmd=Maling&gallupid=1335","InFact / RB - 25/8-2011",519,"Sørum","Kommunestyrevalg","Ap",31.7,10,165,2011-08-25,31
"?cmd=Maling&gallupid=1336","InFact / VG - 25/8-2011",NA,"Trondheim","Kommunestyrevalg","Ap",40.6,27,NA,2011-08-25,67
"?cmd=Maling&gallupid=1337","Norfakta / Saltenp - 25/8-2011",300,"Saltdal","Kommunestyrevalg","Ap",42.3,11,127,2011-08-25,27
"?cmd=Maling&gallupid=1338","TNS / BA - 25/8-2011",600,"Bergen","Stortingsvalg","Ap",27.6,0,166,2011-08-25,0
"?cmd=Maling&gallupid=1339","Respons / Aftenp - 26/8-2011",1001,"Hele landet","Kommunestyrevalg","Ap",32.2,3643,322,2011-08-26,10952
"?cmd=Maling&gallupid=1340","InFact / RB - 26/8-2011",500,"Nes (Ak.)","Kommunestyrevalg","Ap",38.8,14,194,2011-08-26,35
"?cmd=Maling&gallupid=1341","Norfakta / BA - 26/8-2011",250,"Sømna","Kommunestyrevalg","Ap",36.4,6,91,2011-08-26,17
"?cmd=Maling&gallupid=1342","Sentio / OA - 26/8-2011",400,"Gran","Kommunestyrevalg","Ap",37.8,10,151,2011-08-26,27
"?cmd=Maling&gallupid=1343","Respons / Adressa - 26/8-2011",808,"Trondheim","Kommunestyrevalg","Ap",39.3,26,318,2011-08-26,67
"?cmd=Maling&gallupid=1344","Norfakta / FF - 26/8-2011",300,"Bjugn","Kommunestyrevalg","Ap",41.5,12,124,2011-08-26,29
"?cmd=Maling&gallupid=1345","Respons / BT / NRK - 26/8-2011",802,"Sogn og Fjordane","Fylkestingsvalg","Ap",25.8,10,207,2011-08-26,39
"?cmd=Maling&gallupid=1346","Norfakta / Varingen - 26/8-2011",600,"Nittedal","Kommunestyrevalg","Ap",26.2,8,157,2011-08-26,29
"?cmd=Maling&gallupid=1347","Norfakta / GD - 26/8-2011",500,"Gjesdal","Kommunestyrevalg","Ap",20.2,6,101,2011-08-26,27
"?cmd=Maling&gallupid=1348","Sentio / T-A - 26/8-2011",400,"Verdal","Kommunestyrevalg","Ap",48.7,17,195,2011-08-26,35
"?cmd=Maling&gallupid=1349","Norfakta / LLA - 26/8-2011",1000,"Hele landet","Kommunestyrevalg","Ap",31,3615,310,2011-08-26,10952
"?cmd=Maling&gallupid=1350","Norfakta / Sunnhordland - 25/8-2011",250,"Tysnes","Kommunestyrevalg","Ap",18.6,4,46,2011-08-25,21
"?cmd=Maling&gallupid=1351","Ipsos / Dagbladet - 27/8-2011",956,"Hele landet","Stortingsvalg","Ap",36.8,69,352,2011-08-27,169
"?cmd=Maling&gallupid=1352","Respons / Adressa / Namdalsav - 27/8-2011",800,"Nord-Trøndelag","Fylkestingsvalg","Ap",43.3,16,346,2011-08-27,35
"?cmd=Maling&gallupid=1353","Respons / Adressa - 27/8-2011",807,"Sør-Trøndelag","Fylkestingsvalg","Ap",41.6,17,336,2011-08-27,37
"?cmd=Maling&gallupid=1354","Sentio / T-A - 27/8-2011",400,"Stjørdal","Kommunestyrevalg","Ap",41.5,17,166,2011-08-27,41
"?cmd=Maling&gallupid=1355","Respons / Aftenbladet - 27/8-2011",801,"Stavanger","Kommunestyrevalg","Ap",29.3,20,235,2011-08-27,67
"?cmd=Maling&gallupid=1356","Respons / Aftenbladet - 27/8-2011",600,"Sandnes","Kommunestyrevalg","Ap",25,13,150,2011-08-27,49
"?cmd=Maling&gallupid=1357","Sentio / Hallingd - 27/8-2011",300,"Hemsedal","Kommunestyrevalg","Ap",15.8,3,47,2011-08-27,17
"?cmd=Maling&gallupid=1358","Sentio / Hallingd - 27/8-2011",300,"Gol","Kommunestyrevalg","Ap",29.8,6,89,2011-08-27,21
"?cmd=Maling&gallupid=1359","Ipsos / Dagbladet - 27/8-2011",956,"Hele landet","Kommunestyrevalg","Ap",33.7,3770,322,2011-08-27,10952
"?cmd=Maling&gallupid=1360","SMI / Gjeng. - 27/8-2011",402,"Horten","Kommunestyrevalg","Ap",31,13,125,2011-08-27,41
