"maling_files_link","Måling","N","omraade","valg","parti","prosent","mandat","stemmer","Dato","total_mandat_fylke"
"?cmd=Maling&gallupid=1063","Norfakta / HA - 19/4-2011",600,"Karmøy","Kommunestyrevalg","MDG",0,0,0,2011-04-19,45
"?cmd=Maling&gallupid=1064","Norfakta / HA - 20/4-2011",600,"Haugesund","Kommunestyrevalg","MDG",0,0,0,2011-04-20,49
"?cmd=Maling&gallupid=1065","TNS / BA - 21/4-2011",602,"Bergen","Stortingsvalg","MDG",0,0,0,2011-04-21,0
"?cmd=Maling&gallupid=1066","InFact / VG - 23/4-2011",2039,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-04-23,10952
"?cmd=Maling&gallupid=1067","Norstat / VL - 26/4-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-04-26,169
"?cmd=Maling&gallupid=1068","Sentio / TB - 26/4-2011",401,"Tønsberg","Kommunestyrevalg","MDG",0,0,0,2011-04-26,39
"?cmd=Maling&gallupid=1069","Sentio / SMP / TK / RB / NRK - 26/4-2011",600,"Møre og Romsdal","Fylkestingsvalg","MDG",0,0,0,2011-04-26,47
"?cmd=Maling&gallupid=1070","SMI / Drangedalsp. - 28/4-2011",300,"Drangedal","Kommunestyrevalg","MDG",0,0,0,2011-04-28,21
"?cmd=Maling&gallupid=1071","Norfakta / H-F - 29/4-2011",300,"Frøya","Kommunestyrevalg","MDG",0,0,0,2011-04-29,23
"?cmd=Maling&gallupid=1072","Sentio / SMP - 29/4-2011",NA,"Hele landet","Stortingsvalg","MDG",0,0,NA,2011-04-29,169
"?cmd=Maling&gallupid=1073","Norfakta / Hordaland - 30/4-2011",600,"Voss","Kommunestyrevalg","MDG",0,0,0,2011-04-30,43
"?cmd=Maling&gallupid=1074","Opinion / SA - 30/4-2011",726,"Sarpsborg","Kommunestyrevalg","MDG",0,0,0,2011-04-30,43
"?cmd=Maling&gallupid=1075","Ipsos / Dagbladet - 2/5-2011",955,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-02,169
"?cmd=Maling&gallupid=1076","TNS / TV2 - 2/5-2011",971,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-05-02,10952
"?cmd=Maling&gallupid=1077","Norfakta / H-F - 3/5-2011",300,"Hitra","Kommunestyrevalg","MDG",0,0,0,2011-05-03,23
"?cmd=Maling&gallupid=1078","Norstat / NRK - 5/5-2011",NA,"Hele landet","Stortingsvalg","MDG",0,0,NA,2011-05-05,169
"?cmd=Maling&gallupid=1079","Norfakta / EUB - 7/5-2011",600,"Eidsvoll","Kommunestyrevalg","MDG",0,0,0,2011-05-07,35
"?cmd=Maling&gallupid=1080","Norfakta / Nat. / KK - 7/5-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-07,169
"?cmd=Maling&gallupid=1081","Norfakta / EUB - 9/5-2011",200,"Hurdal","Kommunestyrevalg","MDG",0,0,0,2011-05-09,17
"?cmd=Maling&gallupid=1082","Norfakta / Grannar - 9/5-2011",350,"Etne","Kommunestyrevalg","MDG",0,0,0,2011-05-09,21
"?cmd=Maling&gallupid=1083","Norfakta / EUB - 10/5-2011",600,"Nannestad","Kommunestyrevalg","MDG",0,0,0,2011-05-10,31
"?cmd=Maling&gallupid=1084","InFact / Frp - 10/5-2011",559,"Førde","Kommunestyrevalg","MDG",0,0,0,2011-05-10,27
"?cmd=Maling&gallupid=1085","Norfakta / EUB - 11/5-2011",600,"Ullensaker","Kommunestyrevalg","MDG",0,0,0,2011-05-11,45
"?cmd=Maling&gallupid=1086","TNS / TV2 - 11/5-2011",960,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-11,168
"?cmd=Maling&gallupid=1087","Opinion / ANB - 12/5-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-12,169
"?cmd=Maling&gallupid=1088","Norfakta / Grannar - 12/5-2011",500,"Vindafjord","Kommunestyrevalg","MDG",0,0,0,2011-05-12,25
"?cmd=Maling&gallupid=1089","Sentio / DN - 13/5-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-13,169
"?cmd=Maling&gallupid=1090","Respons / Aftenp / Adressa - 13/5-2011",1000,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-05-13,10952
"?cmd=Maling&gallupid=1091","InFact / Nordlys - 13/5-2011",1018,"Tromsø","Kommunestyrevalg","MDG",0,0,0,2011-05-13,43
"?cmd=Maling&gallupid=1093","Respons / Aftenp / Adressa - 13/5-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-13,169
"?cmd=Maling&gallupid=1094","InFact / VG - 14/5-2011",2019,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-05-14,10952
"?cmd=Maling&gallupid=1095","Sentio / Nationen - 16/5-2011",1000,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-05-16,10952
"?cmd=Maling&gallupid=1096","Norfakta / Saltenp - 19/5-2011",500,"Fauske","Kommunestyrevalg","MDG",0,0,0,2011-05-19,31
"?cmd=Maling&gallupid=1097","Norstat / VL - 20/5-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-20,169
"?cmd=Maling&gallupid=1098","Sentio / HA - 21/5-2011",400,"Hamar","Kommunestyrevalg","MDG",0,0,0,2011-05-21,39
"?cmd=Maling&gallupid=1099","Norfakta / Saltenp - 21/5-2011",300,"Saltdal","Kommunestyrevalg","MDG",0,0,0,2011-05-21,27
"?cmd=Maling&gallupid=1100","Sentio / HA - 23/5-2011",400,"Ringsaker","Kommunestyrevalg","MDG",0,0,0,2011-05-23,41
"?cmd=Maling&gallupid=1101","Sentio / HA - 24/5-2011",400,"Stange","Kommunestyrevalg","MDG",0,0,0,2011-05-24,35
"?cmd=Maling&gallupid=1102","Norfakta / Saltenp - 24/5-2011",NA,"Sørfold","Kommunestyrevalg","MDG",0,0,NA,2011-05-24,21
"?cmd=Maling&gallupid=1103","Sentio / HA - 25/5-2011",400,"Løten","Kommunestyrevalg","MDG",0,0,0,2011-05-25,25
"?cmd=Maling&gallupid=1104","Norfakta / FF - 26/5-2011",162,"Roan","Kommunestyrevalg","MDG",0,0,0,2011-05-26,17
"?cmd=Maling&gallupid=1105","Norfakta / Saltenp - 26/5-2011",NA,"Beiarn","Kommunestyrevalg","MDG",0,0,NA,2011-05-26,15
"?cmd=Maling&gallupid=1106","Norfakta / FF - 27/5-2011",500,"Rissa","Kommunestyrevalg","MDG",0,0,0,2011-05-27,23
"?cmd=Maling&gallupid=1107","Ipsos / Dagbladet - 28/5-2011",942,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-28,169
"?cmd=Maling&gallupid=1108","Norstat / NRK - 29/5-2011",959,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-05-29,10952
"?cmd=Maling&gallupid=1109","Respons / BT - 30/5-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-05-30,67
"?cmd=Maling&gallupid=1110","Sentio / SMP - 31/5-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-05-31,169
"?cmd=Maling&gallupid=1111","InFact / Lillesandsp - 31/5-2011",151,"Birkenes","Kommunestyrevalg","MDG",0,0,0,2011-05-31,21
"?cmd=Maling&gallupid=1112","InFact / Lillesandsp - 31/5-2011",373,"Lillesand","Kommunestyrevalg","MDG",0,0,0,2011-05-31,27
"?cmd=Maling&gallupid=1113","Sentio / TB - 31/5-2011",400,"Nøtterøy","Kommunestyrevalg","MDG",0,0,0,2011-05-31,41
"?cmd=Maling&gallupid=1114","Sentio / TB - 31/5-2011",300,"Tjøme","Kommunestyrevalg","MDG",0,0,0,2011-05-31,19
"?cmd=Maling&gallupid=1115","Norfakta / FF - 31/5-2011",200,"Åfjord","Kommunestyrevalg","MDG",0,0,0,2011-05-31,21
"?cmd=Maling&gallupid=1116","Sentio / TB - 1/6-2011",400,"Stokke","Kommunestyrevalg","MDG",0,0,0,2011-06-01,29
"?cmd=Maling&gallupid=1117","Sentio / TB - 1/6-2011",300,"Re (f.o.m. 2002)","Kommunestyrevalg","MDG",0,0,0,2011-06-01,19
"?cmd=Maling&gallupid=1118","InFact / DT - 1/6-2011",510,"Eigersund","Kommunestyrevalg","MDG",0,0,0,2011-06-01,31
"?cmd=Maling&gallupid=1119","Norfakta / FF - 3/6-2011",200,"Leksvik","Kommunestyrevalg","MDG",0,0,0,2011-06-03,25
"?cmd=Maling&gallupid=1120","Sentio / TB - 3/6-2011",400,"Tønsberg","Kommunestyrevalg","MDG",0,0,0,2011-06-03,39
"?cmd=Maling&gallupid=1121","InFact / Frp - 3/6-2011",161,"Vågsøy","Kommunestyrevalg","MDG",0,0,0,2011-06-03,27
"?cmd=Maling&gallupid=1122","InFact / Frp - 4/6-2011",241,"Flora","Kommunestyrevalg","MDG",0,0,0,2011-06-04,35
"?cmd=Maling&gallupid=1123","InFact / Frp - 4/6-2011",150,"Bremanger","Kommunestyrevalg","MDG",0,0,0,2011-06-04,23
"?cmd=Maling&gallupid=1124","Sentio / Firda / SA / Firdap. - 4/6-2011",500,"Sogn og Fjordane","Fylkestingsvalg","MDG",0,0,0,2011-06-04,39
"?cmd=Maling&gallupid=1125","MI / GD - 4/6-2011",600,"Oppland","Fylkestingsvalg","MDG",0,0,0,2011-06-04,37
"?cmd=Maling&gallupid=1126","Respons / BT - 4/6-2011",601,"Os (Hord.)","Kommunestyrevalg","MDG",0,0,0,2011-06-04,35
"?cmd=Maling&gallupid=1127","Norfakta / LLA - 6/6-2011",1000,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-06-06,10952
"?cmd=Maling&gallupid=1128","TNS / TV2 - 7/6-2011",969,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-06-07,169
"?cmd=Maling&gallupid=1129","Norfakta / FF - 9/6-2011",185,"Osen","Kommunestyrevalg","MDG",0,0,0,2011-06-09,15
"?cmd=Maling&gallupid=1130","Norfakta / RHA - 9/6-2011",500,"Hurum","Kommunestyrevalg","MDG",0,0,0,2011-06-09,29
"?cmd=Maling&gallupid=1131","Respons / Aftenp. / BT - 10/6-2011",1000,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-06-10,10952
"?cmd=Maling&gallupid=1132","Norfakta / FF - 10/6-2011",300,"Ørland","Kommunestyrevalg","MDG",0,0,0,2011-06-10,25
"?cmd=Maling&gallupid=1133","InFact / VG - 10/6-2011",2049,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-06-10,10952
"?cmd=Maling&gallupid=1134","TNS / TV2 - 10/6-2011",969,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-06-10,10952
"?cmd=Maling&gallupid=1135","Norfakta / Nat. / KK - 11/6-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-06-11,169
"?cmd=Maling&gallupid=1136","Sentio / Østl. - 11/6-2011",400,"Elverum","Kommunestyrevalg","MDG",0,0,0,2011-06-11,35
"?cmd=Maling&gallupid=1137","Opinion / SB - 11/6-2011",533,"Stjørdal","Kommunestyrevalg","MDG",0,0,0,2011-06-11,43
"?cmd=Maling&gallupid=1138","Respons / Aftenp. / BT - 12/6-2011",1002,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-06-12,169
"?cmd=Maling&gallupid=1139","Norfakta / FF - 14/6-2011",300,"Bjugn","Kommunestyrevalg","MDG",0,0,0,2011-06-14,29
"?cmd=Maling&gallupid=1140","Norfakta / HA - 14/6-2011",600,"Haugesund","Kommunestyrevalg","MDG",0,0,0,2011-06-14,49
"?cmd=Maling&gallupid=1141","Norfakta / Sandnesp - 14/6-2011",600,"Sandnes","Kommunestyrevalg","MDG",0,0,0,2011-06-14,49
"?cmd=Maling&gallupid=1142","Sentio / Østl. - 15/6-2011",350,"Tynset","Kommunestyrevalg","MDG",0,0,0,2011-06-15,27
"?cmd=Maling&gallupid=1143","Sentio / DN - 15/6-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-06-15,169
"?cmd=Maling&gallupid=1144","Norfakta / HA - 15/6-2011",600,"Karmøy","Kommunestyrevalg","MDG",0,0,0,2011-06-15,45
"?cmd=Maling&gallupid=1145","Norstat / NRK - 16/6-2011",NA,"Hele landet","Kommunestyrevalg","MDG",0,0,NA,2011-06-16,10952
"?cmd=Maling&gallupid=1146","Norfakta / Jarlsb - 16/6-2011",500,"Holmestrand","Kommunestyrevalg","MDG",0,0,0,2011-06-16,27
"?cmd=Maling&gallupid=1147","Norfakta / RHA - 16/6-2011",500,"Røyken","Kommunestyrevalg","MDG",0,0,0,2011-06-16,27
"?cmd=Maling&gallupid=1148","Norfakta / Raumnes - 16/6-2011",NA,"Nes (Ak.)","Kommunestyrevalg","MDG",0,0,NA,2011-06-16,35
"?cmd=Maling&gallupid=1149","Opinion / ANB - 17/6-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-06-17,169
"?cmd=Maling&gallupid=1150","Respons / Finnmarken / FD / A-pressen - 18/6-2011",600,"Finnmark","Stortingsvalg","MDG",0,0,0,2011-06-18,4
"?cmd=Maling&gallupid=1151","Norfakta / Jarlsb - 18/6-2011",250,"Hof","Kommunestyrevalg","MDG",0,0,0,2011-06-18,17
"?cmd=Maling&gallupid=1152","Norfakta / ØP - 18/6-2011",NA,"Larvik","Kommunestyrevalg","MDG",0,0,NA,2011-06-18,35
"?cmd=Maling&gallupid=1153","Respons / AN / Frem. / HA / LP / RB - 18/6-2011",601,"Nordland","Stortingsvalg","MDG",0,0,0,2011-06-18,9
"?cmd=Maling&gallupid=1154","Respons / Nordlys - 18/6-2011",NA,"Troms","Stortingsvalg","MDG",0,0,NA,2011-06-18,6
"?cmd=Maling&gallupid=1155","Sentio / FB - 18/6-2011",500,"Fredrikstad","Kommunestyrevalg","MDG",0,0,0,2011-06-18,53
"?cmd=Maling&gallupid=1156","Norfakta / HB - 17/6-2011",400,"Alstahaug","Kommunestyrevalg","MDG",0,0,0,2011-06-17,27
"?cmd=Maling&gallupid=1157","TNS / RA - 20/6-2011",595,"Stavanger","Kommunestyrevalg","MDG",0,0,0,2011-06-20,67
"?cmd=Maling&gallupid=1158","Respons / BT - 20/6-2011",609,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-06-20,67
"?cmd=Maling&gallupid=1159","Sentio / MA - 20/6-2011",450,"Moss","Kommunestyrevalg","MDG",0,0,0,2011-06-20,39
"?cmd=Maling&gallupid=1160","Respons / RB - 20/6-2011",NA,"Rana","Kommunestyrevalg","MDG",0,0,NA,2011-06-20,37
"?cmd=Maling&gallupid=1161","InFact / NTB - 20/6-2011",532,"Skien","Kommunestyrevalg","MDG",0,0,0,2011-06-20,55
"?cmd=Maling&gallupid=1162","InFact / NTB - 20/6-2011",538,"Ringerike","Kommunestyrevalg","MDG",0,0,0,2011-06-20,43
"?cmd=Maling&gallupid=1163","InFact / NTB - 20/6-2011",524,"Ålesund","Kommunestyrevalg","MDG",0,0,0,2011-06-20,49
"?cmd=Maling&gallupid=1164","InFact / NTB - 20/6-2011",353,"Alta","Kommunestyrevalg","MDG",0,0,0,2011-06-20,35
"?cmd=Maling&gallupid=1165","Sentio / MA - 21/6-2011",400,"Vestby","Kommunestyrevalg","MDG",0,0,0,2011-06-21,35
"?cmd=Maling&gallupid=1166","Respons / Høyre - 21/6-2011",600,"Ålesund","Kommunestyrevalg","MDG",0,0,0,2011-06-21,49
"?cmd=Maling&gallupid=1167","Sentio / SMP / TK / RB / NRK - 21/6-2011",600,"Møre og Romsdal","Fylkestingsvalg","MDG",0,0,0,2011-06-21,47
"?cmd=Maling&gallupid=1168","Sentio / MA - 22/6-2011",350,"Våler (Østf.)","Kommunestyrevalg","MDG",0,0,0,2011-06-22,21
"?cmd=Maling&gallupid=1169","Sentio / OA - 22/6-2011",400,"Gjøvik","Kommunestyrevalg","MDG",0,0,0,2011-06-22,45
"?cmd=Maling&gallupid=1170","Sentio / DT - 22/6-2011",400,"Lier","Kommunestyrevalg","MDG",0,0,0,2011-06-22,49
"?cmd=Maling&gallupid=1171","Sentio / DT - 22/6-2011",500,"Drammen","Kommunestyrevalg","MDG",0,0,0,2011-06-22,49
"?cmd=Maling&gallupid=1172","Opinion / MB - 22/6-2011",400,"Malvik","Kommunestyrevalg","MDG",0,0,0,2011-06-22,31
"?cmd=Maling&gallupid=1173","Norfakta / HB - 22/6-2011",176,"Dønna","Kommunestyrevalg","MDG",0,0,0,2011-06-22,17
"?cmd=Maling&gallupid=1174","Sentio / MA - 23/6-2011",NA,"Rygge","Kommunestyrevalg","MDG",0,0,NA,2011-06-23,27
"?cmd=Maling&gallupid=1175","Norfakta / Frp - 23/6-2011",447,"Fjell","Kommunestyrevalg","MDG",0,0,0,2011-06-23,45
"?cmd=Maling&gallupid=1176","Respons / Adressa - 24/6-2011",805,"Trondheim","Kommunestyrevalg","MDG",0,0,0,2011-06-24,67
"?cmd=Maling&gallupid=1177","Sentio / TB - 24/6-2011",400,"Tønsberg","Kommunestyrevalg","MDG",0,0,0,2011-06-24,40
"?cmd=Maling&gallupid=1178","Norstat / VL - 24/6-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-06-24,169
"?cmd=Maling&gallupid=1179","Norfakta / Frp - 25/6-2011",549,"Sund","Kommunestyrevalg","MDG",0,0,0,2011-06-25,25
"?cmd=Maling&gallupid=1180","Respons / Adressa - 25/6-2011",803,"Sør-Trøndelag","Fylkestingsvalg","MDG",0,0,0,2011-06-25,37
"?cmd=Maling&gallupid=1181","Respons / Adressa - 25/6-2011",800,"Nord-Trøndelag","Fylkestingsvalg","MDG",0,0,0,2011-06-25,35
"?cmd=Maling&gallupid=1182","Respons / Høyre - 25/6-2011",602,"Porsgrunn","Kommunestyrevalg","MDG",0,0,0,2011-06-25,49
"?cmd=Maling&gallupid=1183","InFact / RB - 25/6-2011",511,"Skedsmo","Kommunestyrevalg","MDG",0,0,0,2011-06-25,47
"?cmd=Maling&gallupid=1184","TNS / BA - 25/6-2011",600,"Bergen","Kommunestyrevalg","MDG",0,0,0,2011-06-25,67
"?cmd=Maling&gallupid=1185","Respons / SA/HA - 25/6-2011",801,"Rogaland","Fylkestingsvalg","MDG",0,0,0,2011-06-25,47
"?cmd=Maling&gallupid=1186","Sentio / Ap - 25/6-2011",450,"Lillehammer","Kommunestyrevalg","MDG",0,0,0,2011-06-25,47
"?cmd=Maling&gallupid=1187","Ipsos / Dagbladet - 26/6-2011",946,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-06-26,169
"?cmd=Maling&gallupid=1188","TNS / BA - 26/6-2011",600,"Bergen","Stortingsvalg","MDG",0,0,0,2011-06-26,0
"?cmd=Maling&gallupid=1189","SMI / SB - 27/6-2011",400,"Sandefjord","Kommunestyrevalg","MDG",0,0,0,2011-06-27,39
"?cmd=Maling&gallupid=1190","Sentio / DT - 27/6-2011",400,"Nedre Eiker","Kommunestyrevalg","MDG",0,0,0,2011-06-27,35
"?cmd=Maling&gallupid=1191","Respons / Adressa - 27/6-2011",800,"Møre og Romsdal","Fylkestingsvalg","MDG",0,0,0,2011-06-27,47
"?cmd=Maling&gallupid=1192","Respons / Aftenbladet - 27/6-2011",801,"Stavanger","Kommunestyrevalg","MDG",0,0,0,2011-06-27,67
"?cmd=Maling&gallupid=1193","Sentio / Høyre - 27/6-2011",400,"Stord","Kommunestyrevalg","MDG",0,0,0,2011-06-27,35
"?cmd=Maling&gallupid=1194","InFact / RB - 28/6-2011",517,"Ullensaker","Kommunestyrevalg","MDG",0,0,0,2011-06-28,45
"?cmd=Maling&gallupid=1195","Sentio / OA - 28/6-2011",400,"Gran","Kommunestyrevalg","MDG",0,0,0,2011-06-28,27
"?cmd=Maling&gallupid=1196","Respons / Aftenbladet - 28/6-2011",602,"Sandnes","Kommunestyrevalg","MDG",0,0,0,2011-06-28,50
"?cmd=Maling&gallupid=1197","Sentio / Høyre - 28/6-2011",400,"Bømlo","Kommunestyrevalg","MDG",0,0,0,2011-06-28,27
"?cmd=Maling&gallupid=1198","Respons / Aftenp. - 28/6-2011",800,"Oslo","Kommunestyrevalg","MDG",0,0,0,2011-06-28,59
"?cmd=Maling&gallupid=1199","InFact / RB - 29/6-2011",508,"Lørenskog","Kommunestyrevalg","MDG",0,0,0,2011-06-29,47
"?cmd=Maling&gallupid=1200","Sentio / OA - 29/6-2011",400,"Østre Toten","Kommunestyrevalg","MDG",0,0,0,2011-06-29,29
"?cmd=Maling&gallupid=1201","Respons / Høyre - 29/6-2011",601,"Halden","Kommunestyrevalg","MDG",0,0,0,2011-06-29,49
"?cmd=Maling&gallupid=1202","Sentio / DT / RB / LP / HD - 30/6-2011",600,"Buskerud","Fylkestingsvalg","MDG",0,0,0,2011-06-30,43
"?cmd=Maling&gallupid=1203","Sentio / OA - 30/6-2011",NA,"Oppland","Fylkestingsvalg","MDG",0,0,NA,2011-06-30,37
"?cmd=Maling&gallupid=1204","Sentio / NRK - 29/6-2011",500,"Tromsø","Kommunestyrevalg","MDG",0,0,0,2011-06-29,43
"?cmd=Maling&gallupid=1205","InFact / RB - 1/7-2011",522,"Eidsvoll","Kommunestyrevalg","MDG",0,0,0,2011-07-01,35
"?cmd=Maling&gallupid=1206","Norfakta / Strandb - 1/7-2011",250,"Hjelmeland","Kommunestyrevalg","MDG",0,0,0,2011-07-01,19
"?cmd=Maling&gallupid=1207","Sentio / OA - 2/7-2011",350,"Søndre Land","Kommunestyrevalg","MDG",0,0,0,2011-07-02,25
"?cmd=Maling&gallupid=1208","Sentio / SMP - 2/7-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-02,169
"?cmd=Maling&gallupid=1209","Norfakta / Østerd - 18/10-2010",350,"Åmot","Kommunestyrevalg","MDG",0,0,0,2010-10-18,23
"?cmd=Maling&gallupid=1210","Norfakta / Østerd - 24/6-2011",350,"Åmot","Kommunestyrevalg","MDG",0,0,0,2011-06-24,23
"?cmd=Maling&gallupid=1211","Norfakta / Østerd - 18/10-2010",500,"Trysil","Kommunestyrevalg","MDG",0,0,0,2010-10-18,25
"?cmd=Maling&gallupid=1212","Norfakta / Østerd - 24/6-2011",500,"Trysil","Kommunestyrevalg","MDG",0,0,0,2011-06-24,25
"?cmd=Maling&gallupid=1213","Norfakta / Østerd - 18/10-2010",250,"Stor-Elvdal","Kommunestyrevalg","MDG",0,0,0,2010-10-18,21
"?cmd=Maling&gallupid=1214","Norfakta / Østerd - 24/6-2011",250,"Stor-Elvdal","Kommunestyrevalg","MDG",0,0,0,2011-06-24,21
"?cmd=Maling&gallupid=1215","Norfakta / Østerd - 18/10-2010",174,"Engerdal","Kommunestyrevalg","MDG",0,0,0,2010-10-18,15
"?cmd=Maling&gallupid=1216","Norfakta / Østerd - 24/6-2011",174,"Engerdal","Kommunestyrevalg","MDG",0,0,0,2011-06-24,15
"?cmd=Maling&gallupid=1217","Norfakta / Østerd - 18/10-2010",250,"Rendalen","Kommunestyrevalg","MDG",0,0,0,2010-10-18,19
"?cmd=Maling&gallupid=1218","Norfakta / Østerd - 24/6-2011",250,"Rendalen","Kommunestyrevalg","MDG",0,0,0,2011-06-24,17
"?cmd=Maling&gallupid=1219","TNS / TV2 - 4/7-2011",974,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-07-04,10952
"?cmd=Maling&gallupid=1220","Sentio / OA - 5/7-2011",NA,"Nord-Aurdal","Kommunestyrevalg","MDG",0,0,NA,2011-07-05,25
"?cmd=Maling&gallupid=1221","Sentio / Høyre - 5/7-2011",400,"Oppegård","Kommunestyrevalg","MDG",0,0,0,2011-07-05,31
"?cmd=Maling&gallupid=1222","Norfakta / Strandb - 6/7-2011",150,"Forsand","Kommunestyrevalg","MDG",0,0,0,2011-07-06,17
"?cmd=Maling&gallupid=1223","Norfakta / Strandb - 8/7-2011",500,"Strand","Kommunestyrevalg","MDG",0,0,0,2011-07-08,29
"?cmd=Maling&gallupid=1224","TNS / TV2 - 7/7-2011",974,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-07,169
"?cmd=Maling&gallupid=1225","Sentio / DN - 8/7-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-08,169
"?cmd=Maling&gallupid=1226","Norfakta / Nat. / KK - 9/7-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-09,169
"?cmd=Maling&gallupid=1227","InFact / VG - 12/7-2011",2033,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-07-12,10952
"?cmd=Maling&gallupid=1228","Norfakta / Frp - 13/7-2011",600,"Askøy","Kommunestyrevalg","MDG",0,0,0,2011-07-13,35
"?cmd=Maling&gallupid=1229","InFact / Nordlys - 14/7-2011",526,"Tromsø","Kommunestyrevalg","MDG",0,0,0,2011-07-14,42
"?cmd=Maling&gallupid=1230","Norfakta / Ryfylke - 15/7-2011",350,"Sauda","Kommunestyrevalg","MDG",0,0,0,2011-07-15,19
"?cmd=Maling&gallupid=1231","Norstat / NRK - 19/7-2011",982,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-19,169
"?cmd=Maling&gallupid=1232","Norstat / NRK - 16/6-2011",NA,"Hele landet","Stortingsvalg","MDG",0,0,NA,2011-06-16,169
"?cmd=Maling&gallupid=1233","Norstat / VL - 21/7-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-21,169
"?cmd=Maling&gallupid=1234","Sentio / TK - 22/7-2011",400,"Kristiansund","Kommunestyrevalg","MDG",0,0,0,2011-07-22,45
"?cmd=Maling&gallupid=1235","Sentio / SMP - 29/7-2011",491,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-29,169
"?cmd=Maling&gallupid=1236","Sentio / SMP - 29/7-2011",488,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-29,169
"?cmd=Maling&gallupid=1237","Ipsos / Dagbladet - 31/7-2011",500,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-07-31,169
"?cmd=Maling&gallupid=1238","TNS / TV2 - 1/8-2011",974,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-01,169
"?cmd=Maling&gallupid=1239","TNS / TV2 - 1/8-2011",983,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-01,10952
"?cmd=Maling&gallupid=1240","Norfakta / Nat. / KK - 6/8-2011",1000,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-06,168
"?cmd=Maling&gallupid=1241","InFact / Nordlys - 10/8-2011",533,"Tromsø","Kommunestyrevalg","MDG",0,0,0,2011-08-10,43
"?cmd=Maling&gallupid=1242","Norstat / NRK - 10/8-2011",962,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-10,10952
"?cmd=Maling&gallupid=1243","Norstat / NRK - 10/8-2011",962,"Hele landet","Stortingsvalg","MDG",0,0,0,2011-08-10,169
"?cmd=Maling&gallupid=1244","Norfakta / Jarlsb - 11/8-2011",NA,"Hof","Kommunestyrevalg","MDG",0,0,NA,2011-08-11,17
"?cmd=Maling&gallupid=1245","Norfakta / Jarlsb - 11/8-2011",NA,"Holmestrand","Kommunestyrevalg","MDG",0,0,NA,2011-08-11,27
"?cmd=Maling&gallupid=1246","Norfakta / OPP - 12/8-2011",400,"Oppdal","Kommunestyrevalg","MDG",0,0,0,2011-08-12,25
"?cmd=Maling&gallupid=1247","Respons / Aftenp / BT / Aftenbl - 13/8-2011",1004,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-13,10952
"?cmd=Maling&gallupid=1248","InFact / VG - 13/8-2011",531,"Oslo","Kommunestyrevalg","MDG",0,0,0,2011-08-13,59
"?cmd=Maling&gallupid=1249","InFact / VG - 13/8-2011",3119,"Hele landet","Kommunestyrevalg","MDG",0,0,0,2011-08-13,10952
